,Year,Month,Store Number,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),City,State Bottle Cost,State Bottle Retail,2010_pop,2015_pop_est,2016_pop_est,Monthly Stores in City,Pop per Store
34,2015,1,2508,516925.0,7056.0,99439.13999999998,7797.9800000000005,2060.14000000001,CEDAR RAPIDS,10.399128014842285,15.61410018552875,126326.0,130570.0,131127.0,77,1695.7142857142858
35,2015,1,2509,324625.0,3398.0,37633.75999999999,3217.09,849.8799999999989,CEDAR RAPIDS,8.65964169381108,13.014039087947896,126326.0,130570.0,131127.0,77,1695.7142857142858
36,2015,1,2512,1022100.0,16840.0,247905.44000000018,15563.800000000007,4112.130000000054,IOWA CITY,10.781949685534574,16.186307277628007,67862.0,73397.0,74398.0,26,2822.9615384615386
37,2015,1,2513,446050.0,4501.0,57253.66999999991,4466.61,1180.2400000000023,IOWA CITY,9.102028112449798,13.667891566265057,67862.0,73397.0,74398.0,26,2822.9615384615386
38,2015,1,2514,162800.0,2011.0,22143.28000000002,2577.45,680.9399999999998,MARION,6.694491978609623,10.072406417112301,34768.0,37590.0,38480.0,11,3417.2727272727275
39,2015,1,2515,918375.0,6275.0,93574.61999999986,6982.179999999998,1844.5200000000077,MASON CITY,10.249486652977396,15.388685831622132,28079.0,27378.0,27430.0,14,1955.5714285714287
40,2015,1,2517,658675.0,4639.0,60674.35000000002,4683.540000000002,1237.1099999999992,NEWTON,9.095864453665273,13.665269709543566,15254.0,15060.0,15034.0,7,2151.4285714285716
41,2015,1,2518,223925.0,1425.0,17928.30000000001,1354.38,357.79999999999944,RED OAK,9.440980392156863,14.175333333333342,5742.0,5471.0,5476.0,4,1367.75
42,2015,1,2521,594100.0,5668.0,75548.84999999992,5067.93,1339.1600000000028,WEST DES MOINES,10.38316513761467,15.589709480122297,56609.0,63491.0,64560.0,30,2116.366666666667
43,2015,1,2522,437700.0,5204.0,74447.04999999996,5677.200000000001,1499.0799999999995,SPIRIT LAKE,10.371431670281995,15.566485900216927,4840.0,5035.0,5086.0,6,839.1666666666666
44,2015,1,2523,239475.0,1866.0,21705.769999999993,1810.0699999999997,478.3299999999991,CENTERVILLE,8.622107142857136,12.952321428571432,5528.0,5384.0,5345.0,5,1076.8
45,2015,1,2524,377500.0,3481.0,48477.210000000036,3266.65,862.9799999999975,DUBUQUE,10.532060301507524,15.822713567839191,57637.0,58762.0,58531.0,31,1895.5483870967741
46,2015,1,2527,299875.0,3286.0,36169.18,3227.6999999999994,852.7899999999981,DES MOINES,8.932927631578947,13.433486842105266,203433.0,214814.0,215472.0,90,2386.822222222222
47,2015,1,2528,483725.0,6024.0,65719.01999999992,4654.549999999999,1230.1000000000033,DES MOINES,8.975564053537285,13.489598470363282,203433.0,214814.0,215472.0,90,2386.822222222222
48,2015,1,2529,250850.0,1665.0,18815.96,1613.93,426.70999999999844,CEDAR RAPIDS,8.029637681159421,12.077427536231898,126326.0,130570.0,131127.0,77,1695.7142857142858
49,2015,1,2532,234775.0,2284.0,23337.050000000003,2074.38,548.039999999999,DES MOINES,8.048193832599118,12.104405286343624,203433.0,214814.0,215472.0,90,2386.822222222222
50,2015,1,2535,313800.0,3330.0,42584.91999999998,3512.3199999999997,927.9199999999998,WEST DES MOINES,9.818060606060596,14.753242424242428,56609.0,63491.0,64560.0,30,2116.366666666667
51,2015,1,2536,420200.0,3199.0,41108.56999999999,2968.9799999999996,784.5999999999991,PLEASANT HILL,12.400268456375835,18.624295302013422,8785.0,9545.0,9750.0,3,3181.6666666666665
52,2015,1,2538,516950.0,3890.0,51572.170000000006,3464.0,915.43,WATERLOO,10.417982608695642,15.647634782608685,68406.0,68414.0,67934.0,46,1487.2608695652175
53,2015,1,2539,306475.0,2999.0,42005.509999999995,3190.5,842.9199999999978,IOWA FALLS,10.33377551020408,15.523231292517004,5238.0,5142.0,5128.0,5,1028.4
54,2015,1,2543,377100.0,2198.0,29740.320000000014,2150.630000000001,568.0999999999989,OTTUMWA,9.189688995215311,13.804354066985661,25023.0,24701.0,24487.0,11,2245.5454545454545
55,2015,1,2544,673375.0,6923.0,101745.36999999991,7552.189999999997,1994.760000000006,MARSHALLTOWN,9.828388017118387,14.762610556348067,27552.0,27470.0,27328.0,12,2289.1666666666665
56,2015,1,2545,398650.0,2418.0,33501.25999999997,2320.1099999999988,612.5999999999973,IOWA CITY,10.465093555093551,15.710020790020785,67862.0,73397.0,74398.0,26,2822.9615384615386
57,2015,1,2548,424500.0,4598.0,54625.529999999984,4252.76,1123.6299999999992,ALTOONA,8.751507128309571,13.14401221995927,14541.0,17474.0,17938.0,9,1941.5555555555557
58,2015,1,2549,336175.0,3109.0,42469.90999999998,3097.7699999999995,818.4799999999979,INDIANOLA,9.82344117647059,14.763941176470599,14782.0,15542.0,15785.0,8,1942.75
59,2015,1,2550,203250.0,935.0,11996.490000000003,961.25,253.7700000000001,OSCEOLA,9.196699507389162,13.80433497536947,4929.0,4966.0,5037.0,6,827.6666666666666
60,2015,1,2551,251350.0,1803.0,22881.010000000006,1611.8899999999996,425.7199999999993,CHARITON,10.338425196850396,15.521456692913382,4321.0,4216.0,4191.0,3,1405.3333333333333
61,2015,1,2552,688550.0,5795.0,64624.32999999995,5133.569999999999,1356.400000000001,CEDAR RAPIDS,9.377780645161286,14.083845161290286,126326.0,130570.0,131127.0,77,1695.7142857142858
62,2015,1,2553,240350.0,1632.0,21516.320000000003,1582.25,418.04999999999905,CRESTON,9.48893442622951,14.255696721311478,7834.0,7840.0,7829.0,5,1568.0
63,2015,1,2554,153500.0,1737.0,16389.660000000003,1521.3,401.95999999999947,DAVENPORT,7.4001388888888915,11.121944444444447,99685.0,102608.0,102612.0,45,2280.177777777778
64,2015,1,2555,369450.0,3561.0,46163.83999999997,3140.289999999999,829.6999999999981,KEOKUK,9.426157635467982,14.146330049261081,10780.0,10583.0,10431.0,7,1511.857142857143
65,2015,1,2556,274575.0,1624.0,22116.120000000003,1622.6699999999998,428.759999999999,ESTHERVILLE,10.654405594405588,16.00192307692308,6360.0,5994.0,5942.0,3,1998.0
66,2015,1,2558,307025.0,3932.0,51978.63999999995,4043.2699999999995,1068.1799999999996,MOUNT PLEASANT,10.020411392405068,15.034936708860759,8668.0,8444.0,8392.0,5,1688.8
67,2015,1,2559,93000.0,583.0,7095.710000000003,543.75,143.67000000000004,ALBIA,9.218383838383838,13.847373737373744,3766.0,3813.0,3785.0,2,1906.5
68,2015,1,2560,560475.0,4566.0,64450.40999999995,4591.22,1212.7800000000016,MARION,10.264579124579118,15.410404040404039,34768.0,37590.0,38480.0,11,3417.2727272727275
69,2015,1,2561,681300.0,6736.0,94850.26000000008,6936.36,1832.810000000009,DES MOINES,10.289222797927444,15.454999999999972,203433.0,214814.0,215472.0,90,2386.822222222222
70,2015,1,2562,216125.0,2213.0,28022.610000000008,2799.74,739.5399999999987,FORT DODGE,9.16172972972973,13.795567567567566,25206.0,24584.0,24441.0,16,1536.5
71,2015,1,2564,223925.0,2527.0,31012.86000000001,3004.25,793.5899999999998,WATERLOO,9.192380952380951,13.806809523809534,68406.0,68414.0,67934.0,46,1487.2608695652175
72,2015,1,2565,584425.0,3923.0,51722.54999999995,4055.1399999999985,1071.329999999998,SPENCER,9.701455399061023,14.560876369327035,11233.0,11200.0,11138.0,7,1600.0
73,2015,1,2566,192750.0,1422.0,18490.51999999998,1298.2099999999998,342.93999999999966,KNOXVILLE,9.24284360189574,13.869810426540292,7313.0,7259.0,7241.0,5,1451.8
74,2015,1,2567,460700.0,2187.0,21745.569999999974,2035.78,537.9999999999974,DAVENPORT,7.892428571428574,11.866489795918373,99685.0,102608.0,102612.0,45,2280.177777777778
75,2015,1,2568,211750.0,2369.0,21064.379999999997,1820.3999999999994,480.92999999999887,CEDAR RAPIDS,7.884184100418414,11.836192468619258,126326.0,130570.0,131127.0,77,1695.7142857142858
76,2015,1,2569,357550.0,2447.0,32006.59999999998,2422.999999999999,639.7299999999981,CEDAR RAPIDS,9.494533333333326,14.261226666666657,126326.0,130570.0,131127.0,77,1695.7142857142858
77,2015,1,2571,292150.0,3524.0,42125.219999999965,3264.62,862.4799999999988,WATERLOO,9.569081967213103,14.36609836065575,68406.0,68414.0,67934.0,46,1487.2608695652175
78,2015,1,2572,746050.0,4593.0,62789.73000000003,4265.129999999999,1126.719999999998,CEDAR FALLS,9.559512761020866,14.359547563805076,39260.0,41345.0,41390.0,17,2432.0588235294117
79,2015,1,2573,615100.0,5269.0,75212.23999999992,5396.83,1425.6300000000012,MUSCATINE,10.642958860759485,15.979477848101267,22886.0,23964.0,23914.0,15,1597.6
80,2015,1,2575,254675.0,1473.0,18959.029999999988,1500.1699999999998,396.33999999999895,WATERLOO,9.577490039840635,14.39860557768924,68406.0,68414.0,67934.0,46,1487.2608695652175
81,2015,1,2576,495100.0,2178.0,30986.159999999956,2280.6299999999997,602.0799999999982,STORM LAKE,10.20083333333333,15.323234126984126,10600.0,10751.0,10773.0,10,1075.1
82,2015,1,2578,336200.0,3331.0,42659.85,3145.1299999999997,830.8299999999982,CHARLES CITY,9.311272727272732,13.993484848484847,7652.0,7459.0,7457.0,5,1491.8
83,2015,1,2579,127500.0,1045.0,14867.329999999998,1110.5,293.32999999999987,GRINNELL,9.74983193277311,14.631008403361353,9218.0,9135.0,9151.0,7,1305.0
84,2015,1,2582,410975.0,3748.0,49710.83000000006,4135.4299999999985,1092.459999999999,MASON CITY,9.470835322195697,14.223532219570401,28079.0,27378.0,27430.0,14,1955.5714285714287
85,2015,1,2584,307850.0,1931.0,26614.24999999997,2001.3500000000001,528.6799999999986,FORT MADISON,9.433746031746026,14.18215873015874,11051.0,10726.0,10597.0,6,1787.6666666666667
86,2015,1,2585,399025.0,3253.0,42370.00999999999,3240.06,856.0999999999973,ALGONA,9.632024096385543,14.466361445783141,5560.0,5463.0,5515.0,3,1821.0
87,2015,1,2587,708400.0,3557.0,48831.74999999994,3839.0700000000006,1014.4000000000021,JOHNSTON,10.264426229508187,15.415863808322799,17278.0,19687.0,21114.0,10,1968.7
88,2015,1,2588,374950.0,2966.0,40340.849999999955,2881.389999999999,761.0699999999991,CEDAR RAPIDS,10.612750642673515,15.936940874035987,126326.0,130570.0,131127.0,77,1695.7142857142858
89,2015,1,2590,651050.0,5075.0,63090.54999999997,4410.329999999998,1165.4399999999982,CEDAR RAPIDS,9.499228855721386,14.26463930348256,126326.0,130570.0,131127.0,77,1695.7142857142858
90,2015,1,2591,360325.0,2589.0,36056.41,2594.4,685.4299999999968,ATLANTIC,9.456421052631566,14.189789473684215,7112.0,6764.0,6659.0,7,966.2857142857143
91,2015,1,2592,178525.0,1681.0,21372.390000000003,2122.24,560.6499999999996,MARSHALLTOWN,8.643714285714287,12.97554285714286,27552.0,27470.0,27328.0,12,2289.1666666666665
92,2015,1,2593,638700.0,8299.0,120827.53999999996,8485.83,2241.960000000008,CARROLL,9.528230215827332,14.309798561151082,10103.0,9982.0,9947.0,7,1426.0
93,2015,1,2594,502675.0,3601.0,48801.609999999906,3476.08,918.4199999999987,SIOUX CITY,9.928092592592593,14.90814814814816,82684.0,82663.0,82872.0,34,2431.264705882353
94,2015,1,2595,274000.0,2237.0,29790.02999999999,1983.9299999999985,524.2499999999983,DENISON,8.879242424242412,13.332424242424239,8298.0,8262.0,8308.0,5,1652.4
95,2015,1,2596,241075.0,1364.0,15421.23,1265.9399999999998,334.5599999999994,OTTUMWA,7.800671641791046,11.71589552238807,25023.0,24701.0,24487.0,11,2245.5454545454545
96,2015,1,2597,105450.0,878.0,10195.879999999997,900.6,237.88000000000008,CHEROKEE,9.551538461538465,14.35142857142858,5253.0,5033.0,4998.0,5,1006.6
97,2015,1,2599,385250.0,4667.0,76623.63999999991,4557.349999999999,1204.0199999999998,CORALVILLE,11.544309927360775,17.328813559322043,18907.0,20220.0,20397.0,14,1444.2857142857142
98,2015,1,2600,225000.0,1157.0,13041.089999999993,1078.25,284.86999999999983,OSKALOOSA,8.71131578947369,13.09258771929825,11463.0,11569.0,11523.0,6,1928.1666666666667
99,2015,1,2601,334775.0,2640.0,35623.46000000002,2634.979999999999,696.0799999999984,FAIRFIELD,10.866831395348834,16.31049418604651,9464.0,10061.0,10206.0,4,2515.25
100,2015,1,2602,303150.0,3225.0,39675.92999999997,3383.7400000000002,893.8499999999984,WEBSTER CITY,9.117583081570997,13.693806646525685,8070.0,7825.0,7756.0,5,1565.0
101,2015,1,2603,772425.0,7005.0,95964.30999999992,6718.860000000003,1774.9900000000066,BETTENDORF,10.680449574726595,16.0388699878493,33217.0,35506.0,35727.0,12,2958.8333333333335
102,2015,1,2604,318300.0,2026.0,25689.569999999996,2047.2700000000007,540.9699999999992,LE MARS,9.902763532763528,14.886752136752122,9826.0,9809.0,9935.0,4,2452.25
103,2015,1,2605,480475.0,4114.0,49601.09000000002,3693.8599999999997,975.9199999999997,CEDAR RAPIDS,9.561912878787869,14.36367424242424,126326.0,130570.0,131127.0,77,1695.7142857142858
104,2015,1,2606,270500.0,2101.0,26820.600000000002,2069.0700000000006,546.0899999999987,HUMBOLDT,9.727727272727273,14.60321678321679,4690.0,4579.0,4558.0,2,2289.5
105,2015,1,2607,224850.0,1715.0,20246.350000000006,1745.18,460.92999999999955,SHENANDOAH,8.529330543933058,12.812552301255241,5150.0,5023.0,4972.0,5,1004.6
106,2015,1,2609,102775.0,464.0,5279.500000000004,424.40000000000003,112.03000000000003,AMES,9.548787878787882,14.343636363636364,58965.0,65504.0,66191.0,25,2620.16
107,2015,1,2611,228875.0,2390.0,27517.569999999996,2098.2899999999995,554.3499999999991,OTTUMWA,8.908676470588235,13.373786764705887,25023.0,24701.0,24487.0,11,2245.5454545454545
108,2015,1,2612,230200.0,1496.0,19384.859999999986,1656.0000000000002,436.90999999999923,PERRY,9.141687242798355,13.727201646090531,7702.0,7654.0,7810.0,5,1530.8
109,2015,1,2613,613250.0,6031.0,80018.05999999997,5456.600000000002,1441.9200000000062,COUNCIL BLUFFS,9.383690140845063,14.093140845070408,62230.0,62510.0,62524.0,42,1488.3333333333333
110,2015,1,2614,657125.0,5285.0,62566.80000000005,4699.429999999998,1241.65,DAVENPORT,9.238008185538881,13.87695770804911,99685.0,102608.0,102612.0,45,2280.177777777778
111,2015,1,2616,736175.0,8210.0,108457.54999999993,8061.130000000002,2129.45000000001,CLINTON,9.927695312499985,14.915364583333291,26885.0,25910.0,25719.0,11,2355.4545454545455
112,2015,1,2618,194150.0,1772.0,21702.679999999997,1815.25,479.45999999999907,CEDAR RAPIDS,7.861355140186911,11.81457943925235,126326.0,130570.0,131127.0,77,1695.7142857142858
113,2015,1,2619,468575.0,3642.0,50665.62000000001,3273.8199999999956,864.8199999999987,WEST DES MOINES,9.72694346289752,14.602173144876321,56609.0,63491.0,64560.0,30,2116.366666666667
114,2015,1,2620,746400.0,3345.0,43910.08999999997,3007.0899999999997,794.8300000000008,WINDSOR HEIGHTS,10.157433090024313,15.254914841849121,4860.0,5013.0,4983.0,6,835.5
115,2015,1,2621,490875.0,6083.0,81655.98999999989,6121.760000000001,1617.3000000000036,SIOUX CITY,9.72431640625,14.601289062500003,82684.0,82663.0,82872.0,34,2431.264705882353
116,2015,1,2622,395925.0,2955.0,44211.88,3273.16,864.0500000000018,IOWA CITY,10.251532846715325,15.395669099756688,67862.0,73397.0,74398.0,26,2822.9615384615386
117,2015,1,2623,642050.0,4170.0,58095.54999999998,4091.9900000000007,1081.2699999999977,SIOUX CITY,10.24483333333332,15.384458333333304,82684.0,82663.0,82872.0,34,2431.264705882353
118,2015,1,2624,496475.0,4930.0,62951.53999999998,4728.79,1249.5500000000022,DUBUQUE,9.72183177570093,14.609345794392532,57637.0,58762.0,58531.0,31,1895.5483870967741
119,2015,1,2625,543625.0,9434.0,136021.30000000005,8802.510000000002,2325.3900000000067,DAVENPORT,10.445245346869713,15.677309644670046,99685.0,102608.0,102612.0,45,2280.177777777778
120,2015,1,2626,486275.0,5331.0,56784.38999999996,4177.839999999999,1104.1499999999987,DES MOINES,9.446238859180028,14.192852049910867,203433.0,214814.0,215472.0,90,2386.822222222222
121,2015,1,2627,429450.0,6772.0,59064.42999999995,3990.1400000000003,1054.2799999999984,DES MOINES,8.39683712121212,12.611382575757574,203433.0,214814.0,215472.0,90,2386.822222222222
122,2015,1,2628,140875.0,972.0,11995.219999999998,1082.5,285.81,ELDORA,8.772320000000002,13.17456000000001,2732.0,2670.0,2661.0,3,890.0
123,2015,1,2629,718500.0,7260.0,108442.59000000007,7282.9000000000015,1923.9200000000053,COUNCIL BLUFFS,10.570498721227604,15.871841432225017,62230.0,62510.0,62524.0,42,1488.3333333333333
124,2015,1,2630,87775.0,758.0,9783.400000000005,659.85,174.31999999999994,WEST DES MOINES,10.276896551724139,15.462528735632189,56609.0,63491.0,64560.0,30,2116.366666666667
125,2015,1,2633,1294800.0,45862.0,754867.2400000012,45080.0,11909.700000000086,DES MOINES,11.848029766123291,17.779844082211266,203433.0,214814.0,215472.0,90,2386.822222222222
126,2015,1,2635,493200.0,4639.0,67398.19999999995,4144.97,1095.0200000000011,DAVENPORT,11.178689788053935,16.79071290944123,99685.0,102608.0,102612.0,45,2280.177777777778
127,2015,1,2636,265875.0,2985.0,38729.94,2523.1899999999996,666.6799999999992,DES MOINES,10.527338403041826,15.80650190114069,203433.0,214814.0,215472.0,90,2386.822222222222
128,2015,1,2637,423675.0,5122.0,55458.769999999946,4615.65,1219.4200000000008,DAVENPORT,8.347414529914534,12.53925213675214,99685.0,102608.0,102612.0,45,2280.177777777778
129,2015,1,2641,191375.0,1968.0,16716.5,1331.6299999999999,351.83999999999946,COUNCIL BLUFFS,10.164933333333336,15.259022222222232,62230.0,62510.0,62524.0,42,1488.3333333333333
130,2015,1,2642,423625.0,3363.0,48731.34999999995,3257.7399999999993,860.349999999998,PELLA,10.460825688073385,15.715596330275227,10352.0,10218.0,10255.0,3,3406.0
131,2015,1,2643,454850.0,3178.0,48395.27999999999,3199.1,844.919999999998,WATERLOO,11.796785714285713,17.705198412698426,68406.0,68414.0,67934.0,46,1487.2608695652175
132,2015,1,2644,413600.0,6956.0,91723.15999999992,7265.450000000001,1919.4300000000032,FORT DODGE,10.152013729977112,15.248741418764308,25206.0,24584.0,24441.0,16,1536.5
133,2015,1,2647,662425.0,4576.0,64066.77000000001,4783.75,1264.4199999999998,CEDAR RAPIDS,10.668609271523167,16.015072847682074,126326.0,130570.0,131127.0,77,1695.7142857142858
134,2015,1,2648,838975.0,6817.0,114584.92999999983,7041.220000000002,1859.9300000000092,WEST DES MOINES,11.994173055859783,18.010427163198212,56609.0,63491.0,64560.0,30,2116.366666666667
135,2015,1,2649,548150.0,2670.0,36063.229999999945,2894.33,764.8699999999951,DUBUQUE,9.905253623188397,14.877753623188402,57637.0,58762.0,58531.0,31,1895.5483870967741
136,2015,1,2650,277575.0,2084.0,29815.41999999999,2048.269999999999,541.0999999999983,HARLAN,9.446518987341767,14.186487341772153,5106.0,4988.0,4932.0,4,1247.0
137,2015,1,2651,508250.0,3494.0,47317.24999999997,3645.94,963.2899999999978,WAVERLY,10.216046931407929,15.348465703971117,9874.0,10065.0,10093.0,5,2013.0
138,2015,1,2652,304700.0,3036.0,37533.96,3106.97,820.7199999999993,MASON CITY,10.02288961038961,15.065616883116888,28079.0,27378.0,27430.0,14,1955.5714285714287
139,2015,1,2653,230875.0,1194.0,17809.969999999998,1276.7,337.2299999999997,WASHINGTON,10.310833333333326,15.480396825396832,7266.0,7398.0,7424.0,5,1479.6
140,2015,1,2655,127675.0,739.0,9344.059999999996,755.37,199.55000000000013,CLARINDA,9.17857142857143,13.779920634920641,5572.0,5420.0,5385.0,4,1355.0
141,2015,1,2656,108950.0,527.0,7285.530000000001,474.98,125.54000000000008,CORNING,9.909541284403671,14.871284403669733,1635.0,1513.0,1486.0,2,756.5
142,2015,1,2657,80200.0,479.0,5652.359999999999,395.57000000000005,104.47000000000006,BEDFORD,8.722988505747125,13.089310344827592,1440.0,1415.0,1410.0,1,1415.0
143,2015,1,2658,24500.0,163.0,2257.52,191.25,50.510000000000005,MOUNT AYR,9.204736842105262,13.823157894736845,1691.0,1675.0,1679.0,3,558.3333333333334
144,2015,1,2660,201750.0,1077.0,16731.11,1167.75,308.3999999999999,SIOUX CENTER,9.562634146341466,14.36907317073172,7048.0,7434.0,7501.0,3,2478.0
145,2015,1,2661,299950.0,2347.0,29357.90999999999,2353.2799999999993,621.3399999999993,SHELDON,8.918612903225803,13.40545161290322,5188.0,5092.0,5115.0,3,1697.3333333333333
146,2015,1,2662,264400.0,3088.0,36299.03999999999,3152.149999999999,832.6399999999995,MUSCATINE,8.749419354838711,13.145032258064521,22886.0,23964.0,23914.0,15,1597.6
147,2015,1,2663,549275.0,5193.0,77119.94999999992,4919.829999999998,1299.810000000003,URBANDALE,11.714471403812809,17.60400346620448,39463.0,42319.0,43018.0,19,2227.315789473684
148,2015,1,2665,573525.0,4700.0,69233.43999999987,4524.799999999997,1195.320000000003,WAUKEE,10.587499999999988,15.906506211180123,13790.0,17393.0,19284.0,5,3478.6
149,2015,1,2666,713050.0,6061.0,94113.56000000001,5966.290000000003,1576.670000000012,ANKENY,12.323143219264859,18.506451204055722,45582.0,56109.0,58627.0,21,2671.8571428571427
